"scientific_name","taxocode","a3_code","isscaap","english_name"
"Siganus labyrinthodes","1740700107","IGL",33,"Labyrinth spinefoot"
"Siganus canaliculatus","1740700108","SCN",33,"White-spotted spinefoot"
"Siganus guttatus","1740700109","SGU",33,"Goldlined spinefoot"
"Siganus lineatus","1740700110","IGI",33,"Golden-lined spinefoot"
"Siganus luridus","1740700111","IGU",33,"Dusky spinefoot"
"Siganus magnificus","1740700112","IGG",33,"Magnificent rabbitfish"
"Siganus niger","1740700113","IGN",33,"Black foxface"
"Siganus puelloides","1740700114","IGP",33,"Blackeye rabbitfish"
"Siganus puellus","1740700115","IGE",33,"Masked spinefoot"
"Siganus punctatissimus","1740700116","IGT",33,"Peppered spinefoot"
"Siganus punctatus","1740700117","IGC",33,"Goldspotted spinefoot"
"Siganus randalli","1740700118","IUR",33,"Variegated spinefoot"
"Siganus spinus","1740700119","IUS",33,"Little spinefoot"
"Siganus stellatus","1740700120","IUT",33,"Brown-spotted spinefoot"
"Siganus sutor","1740700121","IUU",33,"Shoemaker spinefoot"
"Siganus trispilos","1740700122","IUI",33,"Threeblotched rabbitfish"
"Siganus unimaculatus","1740700123","IUN",33,"Blotched foxface"
"Siganus uspi","1740700124","IUP",33,"Bicolored foxface"
"Siganus vermiculatus","1740700125","IUE",33,"Vermiculated spinefoot"
"Siganus virgatus","1740700126","IUG",33,"Barhead spinefoot"
"Siganus vulpinus","1740700127","IUL",33,"Foxface"
"Siganus spp","17407001XX","SPI",33,"Spinefeet(=Rabbitfishes) nei"
"Luvarus imperialis","1740800101","LVM",33,"Luvar"
"Zanclus cornutus","1740900101","ZAO",33,"Moorish idol"
"Sarda sarda","1750100101","BON",36,"Atlantic bonito"
"Sarda orientalis","1750100102","BIP",36,"Striped bonito"
"Sarda chiliensis","1750100104","BEP",36,"Eastern Pacific bonito"
"Sarda australis","1750100107","BAU",36,"Australian bonito"
"Sarda spp","17501001XX","BZX",36,"Bonitos nei"
"Scomber japonicus","1750100201","MAS",37,"Chub mackerel"
"Scomber scombrus","1750100205","MAC",37,"Atlantic mackerel"
"Scomber australasicus","1750100207","MAA",37,"Blue mackerel"
"Scomber spp","17501002XX","MAZ",37,"Scomber mackerels nei"
"Orcynopsis unicolor","1750100601","BOP",36,"Plain bonito"
"Acanthocybium solandri","1750101001","WAH",36,"Wahoo"
"Gymnosarda unicolor","1750101202","DOT",36,"Dogtooth tuna"
"Rastrelliger brachysoma","1750101401","RAB",37,"Short mackerel"
"Rastrelliger kanagurta","1750101403","RAG",37,"Indian mackerel"
"Rastrelliger faughni","1750101405","RAF",37,"Island mackerel"
"Rastrelliger spp","17501014XX","RAX",37,"Indian mackerels nei"
"Scomberomorus sinensis","1750101501","CHY",36,"Chinese seerfish"
"Scomberomorus commerson","1750101503","COM",36,"Narrow-barred Spanish mackerel"
"Scomberomorus guttatus","1750101504","GUT",36,"Indo-Pacific king mackerel"
"Scomberomorus lineolatus","1750101505","STS",36,"Streaked seerfish"
"Scomberomorus cavalla","1750101506","KGM",36,"King mackerel"
"Scomberomorus maculatus","1750101507","SSM",36,"Atlantic Spanish mackerel"
"Scomberomorus regalis","1750101508","CER",36,"Cero"
"Scomberomorus sierra","1750101509","SIE",36,"Pacific sierra"
"Scomberomorus queenslandicus","1750101510","QUM",36,"Queensland school mackerel"
"Scomberomorus tritor","1750101511","MAW",36,"West African Spanish mackerel"
"Scomberomorus niphonius","1750101512","NPH",36,"Japanese Spanish mackerel"
"Scomberomorus semifasciatus","1750101513","BBM",36,"Broad-barred king mackerel"
"Scomberomorus brasiliensis","1750101515","BRS",36,"Serra Spanish mackerel"
"Scomberomorus koreanus","1750101516","KOS",36,"Korean seerfish"
"Scomberomorus concolor","1750101517","MOS",36,"Monterey Spanish mackerel"
"Scomberomorus multiradiatus","1750101518","PAP",36,"Papuan seerfish"
"Scomberomorus plurilineatus","1750101519","KAK",36,"Kanadi kingfish"
"Scomberomorus munroi","1750101520","ASM",36,"Australian spotted mackerel"
"Scomberomorus spp","17501015XX","KGX",36,"Seerfishes nei"
"Gasterochisma melampus","1750101801","BUK",36,"Butterfly kingfish"
"Cybiosarda elegans","1750101901","LEB",36,"Leaping bonito"
"Grammatorcynus bicarinatus","1750102101","SHM",36,"Shark mackerel"
"Grammatorcynus bilineatus","1750102102","DBM",36,"Double-lined mackerel"
"Auxis thazard","1750102301","FRI",36,"Frigate tuna"
"Auxis rochei","1750102303","BLT",36,"Bullet tuna"
"Auxis thazard, A. rochei","17501023XX018","FRZ",36,"Frigate and bullet tunas"
"Euthynnus alletteratus","1750102401","LTA",36,"Little tunny(=Atl.black skipj)"
"Euthynnus lineatus","1750102404","BKJ",36,"Black skipjack"
"Euthynnus affinis","1750102406","KAW",36,"Kawakawa"
"Euthynnus spp","17501024XX","EHZ",36,""
"Katsuwonus pelamis","1750102501","SKJ",36,"Skipjack tuna"
"Thunnus thynnus","1750102601","BFT",36,"Atlantic bluefin tuna"
"Thunnus orientalis","1750102602","PBF",36,"Pacific bluefin tuna"
"Thunnus tonggol","1750102603","LOT",36,"Longtail tuna"
"Thunnus atlanticus","1750102604","BLF",36,"Blackfin tuna"
"Thunnus alalunga","1750102605","ALB",36,"Albacore"
"Thunnus maccoyii","1750102608","SBF",36,"Southern bluefin tuna"
"Thunnus albacares","1750102610","YFT",36,"Yellowfin tuna"
"Thunnus obesus","1750102612","BET",36,"Bigeye tuna"
"Thunnus spp","17501026XX","TUS",36,"True tunas nei"
"Allothunnus fallai","1750102701","SLT",36,"Slender tuna"
"Scombridae","17501XXXXX","MAX",37,"Mackerels nei"
"Thunnini","17501XXXXX043","TUN",36,"Tunas nei"
"Istiophorus platypterus","1750300402","SFA",36,"Indo-Pacific sailfish"
"Istiophorus albicans","1750300404","SAI",36,"Atlantic sailfish"
"Makaira nigricans","1750300505","BUM",36,"Blue marlin"
"Makaira indica","1750300507","BLM",36,"Black marlin"
"Tetrapturus belone","1750300901","MSP",36,"Mediterranean spearfish"
"Tetrapturus audax","1750300903","MLS",36,"Striped marlin"
"Tetrapturus albidus","1750300904","WHM",36,"Atlantic white marlin"
"Tetrapturus angustirostris","1750300905","SSP",36,"Shortbill spearfish"
"Tetrapturus pfluegeri","1750300906","SPF",36,"Longbill spearfish"
"Tetrapturus georgii","1750300907","RSP",36,"Roundscale spearfish"
"Tetrapturus spp","17503009XX","WHH",36,"Spearfishes nei"
"Istiophoridae","17503XXXXX","BIL",36,"Marlins,sailfishes,etc. nei"
"Xiphias gladius","1750400301","SWO",36,"Swordfish"
"Thyrsites atun","1750500101","SNK",34,"Snoek"
"Thyrsitops lepidopoides","1750500201","WSM",34,"White snake mackerel"
"Diplospinus multistriatus","1750500301","DLT",34,"Striped escolar"
"Neoepinnula americana","1750500401","NIM",34,"American sackfish"
"Neoepinnula orientalis","1750500402","SKD",34,"Sackfish"
"Lepidocybium flavobrunneum","1750500501","LEC",34,"Escolar"
"Nesiarchus nasutus","1750500601","NEN",34,"Black gemfish"
"Ruvettus pretiosus","1750500701","OIL",34,"Oilfish"
"Paradiplospinus gracilis","1750500801","PDG",34,"Slender escolar"
"Paradiplospinus antarcticus","1750500802","TEZ",34,"Antarctic escolar"
"Rexea solandri","1750500901","GEM",34,"Silver gemfish"
"Rexea antefurcata","1750500902","RXA",34,"Long-finned escolar"
"Rexea prometheoides","1750500903","RXP",34,"Royal escolar"
"Rexea bengalensis","1750500904","RQB",34,"Bengal escolar"
"Rexea brevilineata","1750500905","RBJ",34,"Short-lined escolar"
"Rexea nakamurai","1750500906","RMW",34,"Nakamura's escolar"
"Rexea spp","17505009XX","RXX",34,""
"Rexichthys johnpaxtoni","1750501101","RXJ",34,"Paxton's escolar"
"Thyrsitoides marleyi","1750501201","THM",34,"Black snoek"
"Epinnula magistralis","1750501301","EMG",34,"Domine"
"Tongaichthys robustus","1750501401","TBS",34,"Tonga escolar"
"Nealotus tripes","1750501501","NLT",34,"Black snake mackerel"
"Promethichthys prometheus","1750501701","PRP",34,"Roudi escolar"
"Gempylus serpens","1750502001","GES",34,"Snake mackerel"
"Gempylidae","17505XXXXX","GEP",34,"Snake mackerels, escolars nei"
"Assurger anzac","1750600101","ASZ",34,"Razorback scabbardfish"
"Benthodesmus elongatus","1750600201","BDL",34,"Elongate frostfish"
"Benthodesmus macrophthalmus","1750600202","BDF",34,"Bigeye frostfish"
"Benthodesmus spp","17506002XX","BEH",34,"Frostfishes"
"Trichiurus lepturus","1750600302","LHT",34,"Largehead hairtail"
"Trichiurus spp","17506003XX","TCW",34,"Hairtails nei"
"Evoxymetopon poeyi","1750600501","EVP",34,"Poey's scabbardfish"
"Lepidopus caudatus","1750600601","SFS",34,"Silver scabbardfish"
"Lepidopus fitchi","1750600602","SDF",34,"Pacific scabbardfish"
"Lepturacanthus pantului","1750601101","LKP",34,"Coromandel hairtail"
"Lepturacanthus savala","1750601102","SVH",34,"Savalai hairtail"
"Aphanopus carbo","1750601201","BSF",34,"Black scabbardfish"
"Aphanopus intermedius","1750601202","APH",34,"Intermediate scabbardfish"
"Aphanopus spp","17506012XX","BOX",34,""
"Tentoriceps cristatus","1750601301","TKR",34,"Crested hairtail"
"Eupleurogrammus muticus","1750601801","EGM",34,"Smallhead hairtail"
"Eupleurogrammus glossodon","1750601802","EWK",34,"Longtooth hairtail"
"Trichiuridae","17506XXXXX","CUT",34,"Hairtails, scabbardfishes nei"
"Scombroidei","175XXXXXXX","TUX",36,"Tuna-like fishes nei"
"Tetragonurus cuvieri","1760202101","TGV",37,"Smalleye squaretail"
"Stromateus fiatola","1760300401","BLB",37,"Blue butterfish"
"Stromateus brasiliensis","1760300405","TMB",37,"Southwest Atlantic butterfish"
"Stromateus stellatus","1760300407","BWB",37,"Starry butterfish"
"Stromateus spp","17603004XX","BQX",37,"Butterfishes nei"
"Pampus argenteus","1760300901","SIP",37,"Silver pomfret"
"Pampus chinensis","1760300902","CPO",37,"Chinese silver pomfret"
"Pampus spp","17603009XX","XPO",37,"Silver pomfrets nei"
"Peprilus paru","1760301102","ERP",37,"American harvestfish"
"Peprilus triacanthus","1760301104","BUT",37,"Atlantic butterfish"
"Peprilus simillimus","1760301105","PPO",37,"Pacific pompano"
"Peprilus medius","1760301106","WPM",37,"Pacific harvestfish"
"Peprilus spp","17603011XX","BTG",37,"Gulf butterfishes, etc. nei"
"Stromateidae","17603XXXXX","BUX",37,"Butterfishes, pomfrets nei"
"Ariomma indica","1760401201","DRI",34,"Indian driftfish"
"Ariomma bondi","1760401202","IMB",34,"Silver-rag driftfish"
"Ariomma spp","17604012XX","DRK",34,"Driftfishes nei"
"Anabas testudineus","1760500201","FPC",13,"Climbing perch"
"Ctenopoma kingsleyae","1760501401","TKY",13,"Tailspot ctenopoma"
"Ctenopoma petherici","1760501402","TEN",13,""
"Sandelia bainsii","1760503201","NDI",13,"Rocky kurper"
"Cubiceps gracilis","1760600101","CBG",37,"Driftfish"
"Cubiceps baxteri","1760600102","UBB",37,"Black fathead"
"Cubiceps caeruleus","1760600103","UBA",37,"Blue fathead"
"Cubiceps capensis","1760600104","UBP",37,""
"Cubiceps kotlyari","1760600105","UBO",37,""
"Cubiceps pauciradiatus","1760600106","UBU",37,"Bigeye cigarfish"
"Cubiceps spp","17606001XX","CUP",37,""
"Nomeus gronovii","1760600201","NMG",37,"Man-of-war fish"
"Nomeus spp","17606002XX","NMW",37,""
"Psenes cyanophrys","1760600301","PSC",37,"Freckled driftfish"
"Centrolophus niger","1760800101","CEO",34,"Rudderfish"
"Icichthys australis","1760800201","ICA",34,"Southern driftfish"
"Schedophilus huttoni","1760800301","HDT",34,"New Zealand ruffe"
"Schedophilus ovalis","1760800302","HDV",34,"Imperial blackfish"
"Schedophilus velaini","1760800309","SEY",34,"Violet warehou"
"Schedophilus pemarco","1760800310","HDW",34,"Pemarco blackfish"
"Schedophilus maculatus","1760800311","HFD",34,"Pelagic butterfish"
"Schedophilus medusophagus","1760800313","HVU",34,"Cornish blackfish"
"Schedophilus spp","17608003XX","SXE",34,"Schedophilus nei"
"Tubbia tasmanica","1760800401","TUT",34,"Tasmanian ruffe"
"Seriolella porosa","1760801001","SEO",34,"Choicy ruff"
"Seriolella brama","1760801002","SEM",34,"Common warehou"
"Seriolella violacea","1760801003","SEI",34,"Palm ruff"
"Seriolella punctata","1760801004","SEP",34,"Silver warehou"
"Seriolella caerulea","1760801005","SEU",34,"White warehou"
"Seriolella spp","17608010XX","BSP",34,"Warehou nei"
"Hyperoglyphe antarctica","1760801502","BWA",34,"Bluenose warehou"
"Hyperoglyphe bythites","1760801503","HGY",34,"Black driftfish"
"Hyperoglyphe perciformis","1760801504","HYW",34,"Barrelfish"
"Psenopsis anomala","1760802001","BUP",34,"Pacific rudderfish"
"Centrolophidae","17608XXXXX","CEN",34,"Ruffs, barrelfishes nei"
"Osphronemus goramy","1760900701","FGG",13,"Giant gourami"
"Belontia hasselti","1761000101","EOH",13,"Malay combtail"
"Colisa fasciatus","1761000201","OAF",13,"Banded gourami"
"Ctenops nobilis","1761000301","TSB",13,"Frail gourami"
"Betta splendens","1761000501","BDS",13,"Siamese fighting fish"
"Malpulutta kretseri","1761000601","MTK",13,"Spotted gourami"
"Parasphaerichthys ocellatus","1761000701","FCO",13,"Eyespot gourami"
"Parosphromenus allani","1761000801","FMA",13,""
"Pseudosphromenus cupanus","1761000901","FMC",13,"Spiketail paradisefish"
"Sphaerichthys acrostoma","1761001001","FRR",13,""
"Trichogaster pectoralis","1761001302","FGS",13,"Snakeskin gourami"
"Trichogaster trichopterus","1761001303","TGH",13,"Three spot gourami"
"Trichogaster spp","17610013XX","GOM",13,"Gouramis nei"
"Trichopsis pumila","1761001401","TKL",13,"Pygmy gourami"
"Macropodus chinensis","1761001801","MRH",13,"Roundtail paradisefish"
"Helostoma temminckii","1761100601","FGO",13,"Kissing gourami"
"Amarsipus carlsbergi","1761200101","IUC",13,""
"Luciocephalus pulcher","1761300101","LFP",13,"Pikehead"
"Sphyraena sphyraena","1771000101","YRS",37,"European barracuda"
"Sphyraena acutipinnis","1771000102","YRA",37,"Sharpfin barracuda"
"Sphyraena jello","1771000103","BAC",37,"Pickhandle barracuda"
"Sphyraena obtusata","1771000104","YRB",37,"Obtuse barracuda"
"Sphyraena pinguis","1771000105","YRN",37,""
"Sphyraena argentea","1771000106","YRG",37,"Pacific barracuda"
"Sphyraena barracuda","1771000107","GBA",37,"Great barracuda"
"Sphyraena ensis","1771000108","YRE",37,"Mexican barracuda"
"Sphyraena guachancho","1771000109","YRU",37,"Guachanche barracuda"
"Sphyraena idiastes","1771000110","YRI",37,"Pelican barracuda"
"Sphyraena picudilla","1771000111","YRP",37,"Southern sennet"
"Sphyraena helleri","1771000112","YRH",37,"Heller's barracuda"
"Sphyraena japonica","1771000113","YRJ",37,""
"Sphyraena chrysotaenia","1771000114","YRC",37,"Yellowstripe barracuda"
"Sphyraena afra","1771000115","BAG",37,"Guinean barracuda"
"Sphyraena genie","1771000116","BAB",37,"Blackfin barracuda"
"Sphyraena putnamae","1771000117","BAN",37,""
"Sphyraena flavicauda","1771000118","BAQ",37,"Yellowtail barracuda"
"Sphyraena forsteri","1771000119","YBS",37,"Bigeye barracuda"
"Sphyraena viridensis","1771000120","BVV",37,"Yellowmouth barracuda"
"Sphyraena spp","17710001XX","BAR",37,"Barracudas nei"
"Sphyraenidae","17710XXXXX","BAZ",37,"Barracudas, etc. nei"
"Pholidichthys anguis","1771100101","FON",33,""
"Dactyloscopus crossotus","1771200101","DAO",33,"Bigeye stargazer"
"Gillellus arenicola","1771200201","GIO",33,"Sandy stargazer"
"Heteristius cinctus","1771200301","HUJ",33,""
"Leurochilus acon","1771200401","LKA",33,"Smoothlip stargazer"
"Myxodagnus belone","1771200501","MXB",33,""
"Platygillellus altivelis","1771200601","PJV",33,"Sailfin stargazer"
"Apopterygion alta","1771300101","AIT",33,"Tasselled triplefin"
"Axoclinus carminalis","1771300201","AXA",33,"Carmine triplefin"
"Bellapiscis lesleyae","1771300301","BEY",33,"Mottled twister"
"Blennodon dorsale","1771300401","BDO",33,"Giant triplefin"
"Brachynectes fasciatus","1771300501","BFA",33,"Southern barred triplefin"
"Ceratobregma acanthops","1771300601","EBA",33,"Spotted spiny-eye triplefin"
"Crocodilichthys gracilis","1771300701","CGJ",33,"Lizard triplefin"
"Cryptichthys jojettae","1771300801","YTJ",33,"Cryptic triplefin"
"Enneanectes altivelis","1771300901","EAV",33,"Lofty triplefin"
"Enneapterygius abeli","1771301001","EAB",33,"Yellow triplefin"
"Forsterygion bathytaton","1771301101","FOH",33,"Chatham deep-water triplefin"
"Gilloblennius abditus","1771301201","GID",33,"Obscure triplefin"
"Gracilopterygion bapturum","1771301301","GBU",33,"Japanese blacktail triplefin"
"Grahamina capito","1771301401","GHC",33,"Spotted robust triplefin"
"Helcogramma aquilum","1771301501","HCQ",33,""
"Helcogrammoides antarcticus","1771301601","HGT",33,""
"Karalepis stewarti","1771301701","KAS",33,"Scaly headed triplefin"
"Lepidoblennius haplodactylus","1771301801","LLD",33,"Eastern jumping blenny"
"Lepidonectes bimaculata","1771301901","LNI",33,"Twinspot triplefin"
"Norfolkia brachylepis","1771302001","NFB",33,"Tropical scaly-headed triplefi"
"Notoclinops caerulepunctus","1771302101","NCE",33,"Blue-dot triplefin"
"Obliquichthys maryannae","1771302201","OBA",33,"Oblique-swimming triplefin"
"Ruanoho decemdigitatus","1771302301","RND",33,"Longfinned triplefin"
"Trianectes bucephalus","1771302401","TBU",33,"Bullhead triplefin"
"Trinorfolkia clarkei","1771302501","TFC",33,"Clarke's triplefin"
"Tripterygion delaisi","1771302601","TDA",33,"Black-faced blenny"
"Ucla xenogrammus","1771302701","UCX",33,"Largemouth triplefin"
"Blennioclinus brachycephalus","1771400101","BEK",33,"Lace klipfish"
"Blennophis anguillaris","1771400201","BFG",33,"Snaky klipfish"
"Cancelloxus burrelli","1771400301","AXB",33,"Slender platanna-klipfish"
"Clinitrachus argentatus","1771400401","LNS",33,"Cline"
"Clinoporus biporosus","1771400501","NOJ",33,"Ladder klipfish"
"Clinus acuminatus","1771400601","NUA",33,"Sad klipfish"
"Cologrammus flavescens","1771400701","GFE",33,""
"Cristiceps aurantiacus","1771400801","RSJ",33,"Golden weedfish"
"Ericentrus rubrus","1771400901","EIB",33,"Orange clinid"
"Fucomimus mus","1771401001","FUM",33,"Mousey klipfish"
"Gibbonsia elegans","1771401101","GBE",33,"Spotted kelpfish"
"Heteroclinus roseus","1771401201","HUE",33,""
"Muraenoclinus dorsalis","1771401301","MRD",33,"Nosestripe klipfish"
"Myxodes cristatus","1771401401","MXC",33,""
"Pavoclinus graminis","1771401501","PVG",33,"Grass klipfish"
"Ribeiroclinus eigenmanni","1771401601","RCG",33,""
"Smithichthys fucorum","1771401701","SIF",33,"Leafy klipfish"
"Springeratus xanthosoma","1771401801","SXN",33,""
"Xenopoclinus kochi","1771401901","XEK",33,"Platanna klipfish"
"Aidablennius sphynx","1771500101","AIX",33,""
"Alloblennius parvus","1771500201","AIV",33,"Dwarf blenny"
"Alticus kirkii","1771500301","AIJ",33,"Kirk's blenny"
"Andamia reyi","1771500401","NDR",33,""
"Antennablennius adenensis","1771500501","NUN",33,"Aden blenny"
"Blennius ocellaris","1771500601","NUO",33,"Butterfly blenny"
"Blennius spp","17715006XX","NUW",33,""
"Aspidontus dussumieri","1771500701","NUD",33,"Lance blenny"
"Atrosalarias fuscus","1771500801","AIS",33,""
"Bathyblennius antholops","1771500901","YBA",33,""
"Blenniella bilitonensis","1771501001","NLB",33,""
"Scartichthys gigas","1771501101","SJJ",33,"Giant blenny"
"Chalaroderma capito","1771501201","HDP",33,"Looseskin blenny"
"Chasmodes bosquianus","1771501301","HSB",33,"Striped blenny"
"Cirripectes alboapicalis","1771501401","IRL",33,""
"Coryphoblennius galerita","1771501501","YFG",33,"Montagu's blenny"
"Crossosalarias macrospilus","1771501601","OOP",33,"Tripplespot blenny"
"Ecsenius aequalis","1771501701","ECQ",33,"Fourline blenny"
"Ecsenius lividanalis","1771501702","ECV",33,""
"Enchelyurus ater","1771501801","YUT",33,"Black blenny"
"Entomacrodus cadenati","1771501901","EOC",33,""
"Exallias brevis","1771502001","EXR",33,"Leopard blenny"
"Glyptoparus jugularis","1771502101","GLJ",33,"Jugular blenny"
"Hirculops cornifer","1771502201","HUF",33,"Highbrow rockskipper"
